gene_symbol,meta_p_value,meta_log2FC,n_datasets,datasets,all_same_direction,n_up,n_down,meta_adj_p_value,-log10_meta_p
RAP1B,0.9139343895908277,-0.042742617746540625,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9570514826744901,0.039084980700983124
LBH,0.9141329115036382,0.043938480908675005,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9571889214655406,0.038990654883156
KCMF1,0.9143975304891561,0.0050265446226053735,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9573673246547656,0.0388649555090791
IFNA5,0.9144378649183486,-0.089634108472203,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9573673246547656,0.038845799033787945
CASC1,0.9145332270545274,0.0014126058041295058,3,GSE55235;GSE12021;GSE55457,False,1,2,0.957375310720447,0.038800511002999166
IL12A,0.9145800691110708,-0.11431642016822278,3,GSE55235;GSE12021;GSE55457,True,0,3,0.957375310720447,0.03877826716854137
BAALC,0.9156391981521244,-0.020802385746126643,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9584134857138547,0.0382756236244304
CCNC,0.9160050548975192,0.042660302180813486,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9586685597940906,0.03810212970764982
219721_at,0.9160176462187701,-0.050994984282393706,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9586685597940906,0.038096159976667855
NAG18,0.916154423477009,-0.20751341474435814,3,GSE55235;GSE12021;GSE55457,True,0,3,0.95869415902841,0.038031317149298235
NLGN3,0.9161768681690534,0.09117501198907002,3,GSE55235;GSE12021;GSE55457,False,2,1,0.95869415902841,0.03802067758215465
VTCN1,0.9166056586375236,0.1185372751794554,3,GSE55235;GSE12021;GSE55457,True,3,0,0.959072312920627,0.0378174659790067
215345_x_at,0.9169462742870994,0.10308011283368691,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9593487423145549,0.03765610976530366
CENPB,0.9170047016782363,-0.06830080658401178,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9593487423145549,0.03762843760404755
KRT2,0.9170769500542937,-0.07357199454627007,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9593533259396246,0.037594222037870585
MEN1,0.9171439372667117,-0.0509123122584644,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9593533259396246,0.03756250047486226
GDAP1,0.9174545399180184,0.05725638400250682,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9595489767215328,0.03741544593350797
216214_at,0.9175248597848594,-0.2297334608925521,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9595489767215328,0.03738215996838255
TFF1,0.917566083135781,-0.10647503267902182,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9595489767215328,0.03736264804838438
LOC101929047,0.9176107594958259,0.10089796618336716,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9595489767215328,0.03734150273291163
NKX2-8,0.9176681843020732,-0.08785368181282845,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9595489767215328,0.03731432509152914
LOC102725292,0.9178508049992736,-0.06707398377850106,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9596270534537248,0.037227906850367434
CYP19A1,0.9178912177532641,-0.09364737326017832,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9596270534537248,0.03720878538793766
COCH,0.9179476867496028,0.20027661694062937,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9596270534537248,0.037182068257740564
CIDEC,0.9180173366253794,-0.1975990574661671,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9596270534537248,0.037149117132480085
RPL12,0.9180800851568809,0.03098536914932404,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9596270534537248,0.03711943315093757
ZNF226,0.9184033840398915,0.07701281414613441,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9598944647116416,0.036966524698776156
CHRM4,0.9185192383459256,-0.015251062886436734,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9599450362263722,0.03691174298367406
PADI3,0.9188731842758268,0.09245838896755244,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9601275638436059,0.036744422421929046
LOC100287387,0.918900525767078,0.12377490447811912,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9601275638436059,0.03673149998353152
NXPE4,0.9189691784335188,0.11350682658227818,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9601275638436059,0.03669905429475513
CTAGE1,0.9189783895184775,0.07825922229610839,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9601275638436059,0.036694701261578644
217353_at,0.9190312968784136,-0.10311314974555101,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9601275638436059,0.03666969880957996
AUNIP,0.9192281836809162,0.004602342290415441,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9602627457718117,0.036576668578409965
220897_at,0.9193688995603748,0.12024634339215719,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9603392337526623,0.03651019166441788
LHX3,0.9196841563132883,-0.03170088646347058,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9605617417941,0.03636129517763423
CRYBB2,0.9197169390259365,-0.0559891211588191,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9605617417941,0.036345814757140237
PODXL2,0.9199354797083822,0.08725929393342963,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9607194660372036,0.03624263112099523
MIR6727,0.9200706455027827,-0.02181156577484225,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9607901023276031,0.03617882507388322
FAM90A1,0.9201432066001735,0.14471417972906073,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9607953576623564,0.03614457591944069
F9,0.9203506933682934,0.1067512549683407,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9609414886067424,0.036046656161221734
DCHS2,0.9206595893709183,-0.10005159028536327,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9611934720846365,0.03590091897339763
CPA4,0.9208156513853859,0.0060090052767525284,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9612858674819333,0.035827307479330064
TONSL,0.920891435231728,-0.05949690076509372,3,GSE55235;GSE12021;GSE55457,False,1,2,0.961294449044536,0.03579156617546962
215477_at,0.9215762126136743,0.12351794238073037,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9618712021163587,0.03546874362566517
BSN,0.921579155696528,-0.08087809691731249,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9618712021163587,0.035467356694682414
MATN3,0.9217238939749182,-0.19472243583163698,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9619517027415195,0.035399154088751286
216297_at,0.9225408673443894,-0.02172323171984109,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9627337142860477,0.03501438606967618
216815_at,0.9227109197004421,0.08912684163857605,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9627867212964726,0.03493433975773559
RFK,0.9227503589105294,0.06527956004783066,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9627867212964726,0.034915777210243894
BMP10,0.9227946667360132,-0.06897788290649716,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9627867212964726,0.03489492413557051
LINC00302,0.9233075124275911,0.02549555913569032,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9632511575612089,0.03465363081804623
NUP62CL,0.9237537627741073,-0.21656709086626405,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9635937009950439,0.034443779559279485
216405_at,0.9237713017692155,-0.1650213180906923,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9635937009950439,0.03443553383754065
IFNA16,0.924075048269573,0.04216136921482158,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9637547415958363,0.034292756349371206
MARC1,0.924134903929043,-0.3811546670925698,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9637547415958363,0.03426462644714159
NUPR1,0.9241602574304034,0.08750640365621361,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9637547415958363,0.03425271180713315
FGF13,0.9242723747115273,0.07124592540963898,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9637547415958363,0.03420002726160941
DKK1,0.9242917725754556,-0.00865205497974634,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9637547415958363,0.03419091274396887
POU3F4,0.9243587041534985,0.13017347287148176,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9637547415958363,0.03415946492255781
UQCC1,0.9244660008866159,-0.0011725172736224514,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9637547415958363,0.03410905627208445
TAS2R14,0.9245665376954496,0.04064183463033781,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9637547415958363,0.03406182878372326
222332_at,0.9245696918305076,0.23502634816192916,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9637547415958363,0.034060347201751086
HTN1,0.924603051924597,0.12219703788157514,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9637547415958363,0.03404467737876749
PTPN20,0.9247289682735894,0.15243640512277495,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9638153806019067,0.033985537348706865
PMS2P4,0.9248889966985333,0.08819637704982912,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9639115620441496,0.03391038727621579
OXA1L,0.9254885037340828,-0.047169970643986085,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9644497602833014,0.03362897161216824
GSTM1,0.9255409774324007,0.07767326922826583,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9644497602833014,0.03360434851689881
220700_at,0.9259490636237064,0.2052313907942871,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9646701185410042,0.03341290316211434
CCDC15,0.9259777898304768,0.06803705820721351,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9646701185410042,0.03339943002405369
SLC22A4,0.9260222508563369,-0.10762547119065248,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9646701185410042,0.033378577780241274
CYB5B,0.9260984441893506,0.08486132733426836,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9646701185410042,0.033342845396069076
217396_at,0.9261306148818974,-0.0422388081361695,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9646701185410042,0.033327759190413184
ZNF718,0.9261592507218244,-0.18709940868365904,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9646701185410042,0.03331433106828514
215697_at,0.9262273633527834,-0.06987564371979081,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9646704432899058,0.03328239287615828
EXOSC1,0.9263582859573503,0.17799035978288802,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9647361801054882,0.03322100951735314
TYRO3,0.9266885772398982,0.1050407154572547,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9649553834302769,0.03306619024559129
HOPX,0.9267044109636845,0.05595568524413347,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9649553834302769,0.03305876980220738
216799_at,0.9268778478540282,0.20910881794620298,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9650177792808584,0.03297749724546358
KRBOX4,0.926978558830547,-0.08093392243064129,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9650177792808584,0.032930311043496106
ZBTB11,0.9270848344456558,-0.06584404730456973,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9650177792808584,0.03288052319544242
DNAJC24,0.9270995110800645,0.03659602033857936,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9650177792808584,0.032873647955284
CTR9,0.927168406860425,-0.0015080510288817243,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9650177792808584,0.03284137531877741
TMEM19,0.9271712849851936,-0.0017879186595247908,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9650177792808584,0.032840027179910795
CLEC1B,0.9273794987778109,0.11902739884552409,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9651638876900515,0.03274250911530835
RAB5B,0.9276502193075957,-0.0554176655621097,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9652890043407738,0.032615748415022086
AKR1D1,0.9277191709811028,-0.07231884111238322,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9652890043407738,0.03258346877141835
AFFX-PheX-5_at,0.9277538108158748,-0.11651086555901714,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9652890043407738,0.032567253079522136
CST4,0.9277710946275008,-0.02435582844716545,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9652890043407738,0.0325591623619105
AFFX-LysX-M_at,0.9278819468642807,-0.1669462150237859,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9653337481708822,0.032507274952226745
222249_at,0.9279564023693099,0.09142925400057382,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9653406224252791,0.03247242750442808
TIMM13,0.9281360386903355,-0.029067867817703524,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9654569058697247,0.03238836373530907
NOS1AP,0.9283398461654316,-0.06639335175021617,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9655055125972575,0.03229300837639217
PPFIBP2,0.9283955013308728,0.05483024004244449,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9655055125972575,0.032266972645149876
AFFX-PheX-M_at,0.928437297742816,0.13233188780409513,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9655055125972575,0.032247421125936704
KCNE1,0.9284652441217399,-0.0970898143168029,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9655055125972575,0.032234348864056385
TBRG4,0.9285975602313992,-0.08324773088917882,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9655055125972575,0.032172461720278094
CCNE1,0.9286510668307312,0.0774615970621468,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9655055125972575,0.032147438015316755
KLHL35,0.9287070868930045,0.01877838256592951,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9655055125972575,0.03212124037122772
217085_at,0.9287256427752365,0.16871765016154328,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9655055125972575,0.03211256310703209
PAGE4,0.9288753227325184,-0.1573522661711284,3,GSE55235;GSE12021;GSE55457,True,0,3,0.965590567095658,0.03204257479323731
DPEP3,0.9290303029426927,-0.04440103636430806,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9656811185175798,0.03197012003632297
NIPAL2,0.929181660769393,0.026254782235633104,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9657377351074506,0.031899370444394975
GZMH,0.9292581754715026,0.10612713536444418,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9657377351074506,0.03186360935890657
220854_at,0.9292883983241571,0.012337835314186377,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9657377351074506,0.031849484753882995
MCOLN1,0.9293747135159487,0.06307265111669919,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9657568962828599,0.031809148007231426
MAGEB2,0.9294628131313445,0.08983802292272515,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9657688957238254,0.031767981228204914
DNTT,0.9295422227290372,0.02306875706948273,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9657688957238254,0.03173087842380814
PIP5K1C,0.9295898950616945,-0.06334034563918385,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9657688957238254,0.031708605847460325
217459_at,0.9297304603770692,-0.07016881556827458,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9657838528732022,0.031642940196297056
LOC441204,0.9297400500986963,0.16177178001772208,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9657838528732022,0.03163846068112086
CA9,0.9301956633578037,-0.07821237731755565,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9661865891557038,0.031425689533345666
CCR4,0.9308190041192246,0.11791460943620924,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9667634711006883,0.031134758496760992
CLASP1,0.93118370629836,-0.05747595506323248,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9669950234522017,0.030964631842190744
31799_at,0.9312426236184597,0.06095263368234486,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9669950234522017,0.030937154280683665
ZBTB18,0.9312458399874941,-0.09448608939624555,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9669950234522017,0.030935654296817224
SIRT2,0.9317007803641472,0.005597764741577939,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9673968257331305,0.030723540759108124
TUBB4A,0.9322519101869632,-0.08048712361096552,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9678984368169959,0.03046671809504607
EEF1E1,0.9324240664369282,-0.07025532154937415,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9680065390196727,0.030386525599905144
PLCL1,0.9333819903911413,0.021861356000082433,3,GSE55235;GSE12021;GSE55457,False,2,1,0.968930319515917,0.029940583083609567
RIN1,0.9338909153113383,-0.06233175849952619,3,GSE55235;GSE12021;GSE55457,True,0,3,0.96938789983583,0.02970384929998063
217458_at,0.9341251227150258,-0.0887509771730854,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9695288652458244,0.02959494768296581
PTGES2,0.9341630034899499,0.023005061200221433,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9695288652458244,0.029577336468409293
NOL8,0.9345219448886365,-0.07455207777514854,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9698306514861794,0.029410495855893337
OBP2A,0.9346764536388213,-0.16072212262286725,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9699202525252096,0.029338697915325077
MARCKSL1,0.9348764836798362,-0.15580307059456797,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9700564966408927,0.02924576452828365
IRS4,0.9349887603196945,-0.10316444860253605,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9700564966408927,0.02919360983387222
ADAM18,0.9350122852778466,0.11463394005503526,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9700564966408927,0.029182682824460023
CETP,0.9351135251254481,0.20189250925441557,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9700907936919341,0.029135661488290655
KLK1,0.9352756213883375,0.07091807131941012,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9701663150363706,0.029060385695745046
222347_at,0.9353774991126788,0.1003835417145386,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9701663150363706,0.029013081432790994
PRRG4,0.9353908848516259,-0.10228365468227214,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9701663150363706,0.029006866497141154
PF4,0.9355545359198224,-0.11492291059489475,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9702653208737687,0.02893089126529579
RNASE3,0.9356983153366158,0.12814300558549116,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9703437048549103,0.028864152441191268
FANCC,0.9360334898652927,-0.008224037731640885,3,GSE55235;GSE12021;GSE55457,False,2,1,0.970527131868349,0.028708612582937817
ITGA3,0.936034188231031,-0.08984658486842612,3,GSE55235;GSE12021;GSE55457,False,1,2,0.970527131868349,0.028708288560051184
WBP1L,0.9360798306599208,-0.01570393832384971,3,GSE55235;GSE12021;GSE55457,False,1,2,0.970527131868349,0.028687112226973798
SLC7A4,0.936551567536782,-0.09006662580731128,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9706787230822072,0.028468304909033845
FSHR,0.9365575854388017,0.08388164264166224,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9706787230822072,0.02846551431710742
PPBP,0.9365713630103709,-0.1826347969975298,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9706787230822072,0.0284591255169006
MSH4,0.9365775023739088,0.09376017615135067,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9706787230822072,0.02845627866179348
NR1H2,0.9366141807667383,0.015838412945436215,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9706787230822072,0.028439271087228272
TAF7L,0.9366353801796192,0.13532122994761864,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9706787230822072,0.028429441336589478
EPB42,0.9371073296554067,-0.0588891589626202,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9710970929597325,0.028210665240671732
215182_x_at,0.9373273005034229,0.04757517331947625,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9711306655886001,0.028108733570850305
MIR6875,0.9373606027654842,-0.12536733870701725,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9711306655886001,0.02809330381464994
221184_at,0.9374169260392581,-0.12323381453070488,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9711306655886001,0.028067209105667918
THOP1,0.9374920935295572,-0.057634819900572294,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9711306655886001,0.02803238626793852
AQP5,0.9375820283716518,0.12711205751380292,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9711306655886001,0.027990725828784375
211691_x_at,0.9376536516609995,0.07556988872535453,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9711306655886001,0.02795755069278865
FBXL4,0.9378267921402547,-0.00264041441345333,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9711306655886001,0.02787736435419284
HOXC8,0.9378387375588486,0.10137098583831898,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9711306655886001,0.02787183263300129
217343_at,0.9378766434041275,-0.033211950508039025,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9711306655886001,0.027854279544077667
HAUS3,0.937980647106054,0.05917699061154802,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9711306655886001,0.027806122113212334
SART1,0.9380613257722764,0.03895599394767049,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9711306655886001,0.027768768685009926
TAB1,0.9380629337277848,0.0008837978421781037,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9711306655886001,0.02776802425009213
CCDC81,0.9380912347708252,-0.08022713075692288,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9711306655886001,0.027754921929364056
RNF144A,0.938145179408759,-0.04809732113770443,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9711306655886001,0.027729948681416955
215197_at,0.938230761432655,0.09115810796686452,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9711306655886001,0.0276903320993185
217578_at,0.9382318055370323,0.04380430304622551,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9711306655886001,0.027689848797623526
RGL1,0.9383850055495266,-0.0182904482620587,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9711746281285855,0.027618940426976383
BMX,0.9384107947365612,-0.13901000574621483,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9711746281285855,0.02760700508310906
LINC00474,0.9386641494191985,0.04572719298327697,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9713620782012039,0.02748976891025993
TUBAL3,0.938765641152353,0.07776364657560776,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9713620782012039,0.02744281397225686
KIF13B,0.9387967344211945,0.0053940610105728875,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9713620782012039,0.027428429752313885
METTL8,0.9390785668889494,0.10663618495499338,3,GSE55235;GSE12021;GSE55457,True,3,0,0.971583031536938,0.027298071483689
FEV,0.9391905441545909,-0.07502834063384756,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9715950867483903,0.02724628858597919
SCMH1,0.9392573760453933,-0.038260946546065634,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9715950867483903,0.027215385710162663
CCL11,0.9392950814045621,-0.13016709849392144,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9715950867483903,0.027197951829769865
LOC100127886,0.9394000014563523,0.24956784768720044,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9716329762082713,0.027149443479482956
FAM186A,0.939691452148923,0.06475727157239877,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9718046894955712,0.02701472366230482
KCNE5,0.9397026228619672,0.10453167504749089,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9718046894955712,0.02700956095683655
TESK2,0.9399608429785514,-0.005901848401455162,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9719370005741912,0.02689023792429117
LOC101930363,0.9399900309812826,0.10706768276367169,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9719370005741912,0.026876752264957674
216342_x_at,0.9400354979548388,0.06457007253170534,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9719370005741912,0.026855746107940982
AFFX-r2-Bs-phe-3_at,0.9402715474567107,-0.1192332196931345,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9721104183413806,0.02674670540960642
DAO,0.9405785502146793,0.004583397710108911,3,GSE55235;GSE12021;GSE55457,False,1,2,0.972330389556753,0.026604929512564986
CDC40,0.9406374962067423,0.04744765982328752,3,GSE55235;GSE12021;GSE55457,True,3,0,0.972330389556753,0.02657771316052466
203326_x_at,0.9406893317577105,0.0862279736931862,3,GSE55235;GSE12021;GSE55457,False,1,2,0.972330389556753,0.026553781227568633
MPHOSPH10,0.94078076383078,0.04763318933467018,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9723542574302149,0.026511571207938324
DISC1,0.9412243306259283,-0.10613612443407139,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9727420480965866,0.02630685484917527
C4BPB,0.9414080736848802,-0.08903841159800548,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9728118265732106,0.026222081425896757
IL4I1,0.9414285943271392,0.03582609258097186,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9728118265732106,0.026212614856809858
LOC100506571,0.9416441804685933,0.008720563811478234,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9729639360716882,0.026113173270408546
TH,0.9418629004162403,-0.07677282007303966,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9731192612825698,0.026012309442779505
216703_at,0.9419510834225717,0.07609661041871962,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9731339738324579,0.02597165002162233
SEMA3G,0.9420698954594745,0.0033187996657575484,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9731339738324579,0.025916874185623322
ZNF507,0.9420823274928504,-0.08158848919732385,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9731339738324579,0.025911143052620073
KANK1,0.9424040990224749,-0.1021914241499456,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9733488106289819,0.02576283357249718
IFNA21,0.9424271306736615,0.06768639222395757,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9733488106289819,0.02575221986994138
C12orf43,0.9425331048346512,-0.06617510668901604,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9733876036573578,0.025703387016575357
RNF125,0.9428466777122644,0.07706859695426087,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9736407701037957,0.02555892490561156
MFSD10,0.943169665387757,0.07262709701768198,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9738771960799719,0.025410175646811452
RPS6KB2,0.9432125219273273,0.05945066720183728,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9738771960799719,0.025390442255797487
RNF141,0.9433472971928306,0.0593929796985635,3,GSE55235;GSE12021;GSE55457,True,3,0,0.9739456748029601,0.02532839052161817
CDR2L,0.9434623221580472,0.027678615474851665,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9739937541477793,0.025275439013183815
SOWAHC,0.9437194606233832,-0.05356056298976395,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9741885283138283,0.02515708918775575
207779_at,0.9440412800840574,0.08408171048763685,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9744500386706303,0.025009014896051302
TRIM37,0.9443787642997371,0.053094261669189874,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9746656630957773,0.024853787212893205
LHX6,0.9444417792698534,-0.033709299137481115,3,GSE55235;GSE12021;GSE55457,False,1,2,0.9746656630957773,0.02482480928388653
216777_at,0.9444556857676049,-0.2040762067471672,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9746656630957773,0.024818414532082413
LINC01260,0.94457169706786,-0.08419157172078917,3,GSE55235;GSE12021;GSE55457,False,2,1,0.9746684865624625,0.024765071665737128
PEX13,0.9445954288171069,-0.07146404952251577,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9746684865624625,0.024754160436547136
FAM135A,0.9446996058712362,-0.21910279028606597,3,GSE55235;GSE12021;GSE55457,True,0,3,0.9747010007276554,0.024706265831454258
